project_name,commitOneSha,commitTwoSha,tool,behavior_change,failed_test_cases,local_test_suite,class_under-analysis,method_under_analysis
commons-lang,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_11,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,evosuite,True,{'NumberUtils_ESTest#test093'},/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300/evosuite_12,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b,f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(String)BigDecimal
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,differential-evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_9,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_10,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.time.FastDatePrinter,TimeZoneNameRule(TimeZone| Locale| int)
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,differential-evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_11,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/8d192d7063cc747a3c6226122ea83c7348e199e7/evosuite_12,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,a4a455053e7e4a77320efd6db0814f4de82d754d,8d192d7063cc747a3c6226122ea83c7348e199e7,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.time.FastDatePrinter,appendTo(StringBuffer| Calendar)void
commons-lang,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,differential-evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/afe5dff79fc23d222ba1f1481fbbf55e09d2e6da/evosuite_5,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/afe5dff79fc23d222ba1f1481fbbf55e09d2e6da/evosuite_6,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,c45d5bff75edfef6387d40e681f9dc7c9b517bbb,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.time.FastDateParser,init()void
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,0afcd15e183205a85a45a2775f1fb75a162a1389,differential-evosuite,True,{'FastDateParser_ESTest#test0'},/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0afcd15e183205a85a45a2775f1fb75a162a1389/evosuite_7,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,0afcd15e183205a85a45a2775f1fb75a162a1389,evosuite,False,set(),/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/0afcd15e183205a85a45a2775f1fb75a162a1389/evosuite_8,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,0afcd15e183205a85a45a2775f1fb75a162a1389,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.time.FastDateParser,escapeRegex(StringBuilder| String| boolean)StringBuilder
commons-lang,c821fafce06adefc040e8983fb12d49399a48627,c9d786a4fe2639581047d878a64bab6fb24f1ab3,differential-evosuite,True,{'RandomStringUtils_ESTest#test0'},/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c9d786a4fe2639581047d878a64bab6fb24f1ab3/evosuite_5,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,c821fafce06adefc040e8983fb12d49399a48627,c9d786a4fe2639581047d878a64bab6fb24f1ab3,evosuite,True,"{'RandomStringUtils_ESTest#test07', 'RandomStringUtils_ESTest#test17', 'RandomStringUtils_ESTest#test12'}",/local/tmp.11191077/study-execution/nimrod-hunoroutput-test-dest/commons-lang/c9d786a4fe2639581047d878a64bab6fb24f1ab3/evosuite_6,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
commons-lang,c821fafce06adefc040e8983fb12d49399a48627,c9d786a4fe2639581047d878a64bab6fb24f1ab3,randoop,NONE,set(),NO-INFORMATION,org.apache.commons.lang3.RandomStringUtils,random(int| int| int| boolean| boolean| char[]| Random)String
